N	trait_mean	trait_var	age_MY	tsID	age_MY_min	age_MY_max
56	0.673928571	0.00264974	2.2032	340	NA	NA
59	0.695084746	0.00295301	2.419712	340	NA	NA
10	88.5	133.6111111	0	330	NA	NA
34	90.14705882	99.2201426	0.1632	330	NA	NA
52	85.48076923	108.0976621	0.334016	330	NA	NA
53	83.30188679	83.59941945	0.553792	330	NA	NA
60	83.5	82.45762712	0.885632	330	NA	NA
60	81.16666667	135.9039548	1.107584	330	NA	NA
73	85.95890411	111.5677321	1.325184	330	NA	NA
53	86.13207547	71.77068215	1.435072	330	NA	NA
64	87.890625	102.2259425	1.651584	330	NA	NA
60	83.33333333	115.819209	1.763648	330	NA	NA
56	82.76785714	80.83603896	2.2032	330	NA	NA
59	86.86440678	74.91233197	2.419712	330	NA	NA
9	31.33333333	6	0	329	NA	NA
34	34.35294118	9.326203209	0.1632	329	NA	NA
52	32.11538462	9.319758673	0.334016	329	NA	NA
53	33.05660377	8.708272859	0.553792	329	NA	NA
60	33.93333333	12.74124294	0.885632	329	NA	NA
61	32.59016393	10.31256831	1.107584	329	NA	NA
72	33.5	16.42253521	1.325184	329	NA	NA
57	34.1754386	15.75438596	1.435072	329	NA	NA
64	35.96875	10.34821429	1.651584	329	NA	NA
60	34.46666667	14.96497175	1.763648	329	NA	NA
56	33.39285714	10.60649351	2.2032	329	NA	NA
59	36.03389831	18.4126242	2.419712	329	NA	NA
10	1.195	0.001361111	0	328	NA	NA
34	1.210294118	0.004057487	0.1632	328	NA	NA
52	1.1875	0.004105392	0.334016	328	NA	NA
53	1.196226415	0.004697025	0.553792	328	NA	NA
61	1.243442623	0.008706284	0.885632	328	NA	NA
61	1.221666667	0.005539548	1.107584	328	NA	NA
72	1.225694444	0.006126272	1.325184	328	NA	NA
54	1.20462963	0.006817785	1.435072	328	NA	NA
65	1.223846154	0.006024038	1.651584	328	NA	NA
60	1.291666667	0.021539548	1.763648	328	NA	NA
56	1.314285714	0.013701299	2.2032	328	NA	NA
59	1.363559322	0.02188194	2.419712	328	NA	NA
10	101	115.5555556	0	327	NA	NA
34	105.1470588	53.76559715	0.1632	327	NA	NA
52	102.0192308	99.27413273	0.334016	327	NA	NA
53	99.61538462	88.08446456	0.553792	327	NA	NA
61	96.80327869	60.86065574	0.885632	327	NA	NA
61	95.49180328	148.0874317	1.107584	327	NA	NA
72	99.85915493	109.2655936	1.325184	327	NA	NA
54	102.7777778	72.32704403	1.435072	327	NA	NA
65	103	136.5625	1.651584	327	NA	NA
60	94.66666667	149.8870056	1.763648	327	NA	NA
56	89.82142857	89.05844156	2.2032	327	NA	NA
59	92.62711864	145.1344243	2.419712	327	NA	NA
10	121.5	150.2777778	0	326	NA	NA
34	125.1470588	137.0989305	0.1632	326	NA	NA
52	117.5	139.7058824	0.334016	326	NA	NA
53	117.1698113	96.6436865	0.553792	326	NA	NA
61	117.9508197	122.8142077	0.885632	326	NA	NA
60	115.4166667	156.1793785	1.107584	326	NA	NA
72	119.9305556	155.2767997	1.325184	326	NA	NA
55	120.0909091	132.8619529	1.435072	326	NA	NA
65	124.3076923	124.9038462	1.651584	326	NA	NA
59	118.9830508	165.327294	1.763648	326	NA	NA
56	121.6964286	96.61525974	2.2032	326	NA	NA
58	123.1896552	105.8756806	2.419712	326	NA	NA
10	65.4	35.6	0	325	NA	NA
34	69.79411765	46.53208556	0.1632	325	NA	NA
52	68.82692308	41.79298643	0.334016	325	NA	NA
53	70.52830189	45.90783745	0.553792	325	NA	NA
60	72.25	34.86864407	0.885632	325	NA	NA
60	68.95	48.04830508	1.107584	325	NA	NA
72	69.91666667	37.68309859	1.325184	325	NA	NA
54	71.88888889	38.02515723	1.435072	325	NA	NA
63	71.28571429	53.91705069	1.651584	325	NA	NA
60	68	47.79661017	1.763648	325	NA	NA
56	62.46428571	27.52597403	2.2032	325	NA	NA
59	65.94915254	38.01461134	2.419712	325	NA	NA
8	27.5	4.18135985	0	324	NA	NA
25	27.75	7.059052543	0.1632	324	NA	NA
37	27.667	8.090111737	0.334016	324	NA	NA
39	26.583	6.367996668	0.553792	324	NA	NA
44	26.833	7.95704368	0.885632	324	NA	NA
31	26.833	6.178252551	1.107584	324	NA	NA
40	26.917	7.233676072	1.325184	324	NA	NA
22	27.667	6.716877863	1.435072	324	NA	NA
24	24.75	6.247396918	1.651584	324	NA	NA
48	24.417	6.272039775	1.763648	324	NA	NA
33	24.917	5.388304873	2.2032	324	NA	NA
35	24.5	9.88267356	2.419712	324	NA	NA
10	13.9	0.988888889	0	323	NA	NA
35	14.34285714	0.820168067	0.1632	323	NA	NA
51	14.88235294	1.705882353	0.334016	323	NA	NA
50	14.84	1.075918367	0.553792	323	NA	NA
57	14.31578947	1.362781955	0.885632	323	NA	NA
55	13.74545455	1.934006734	1.107584	323	NA	NA
74	13.52702703	5.293780081	1.325184	323	NA	NA
53	14.39622642	2.166908563	1.435072	323	NA	NA
57	14.56140351	2.536340852	1.651584	323	NA	NA
51	13.98039216	1.979607843	1.763648	323	NA	NA
51	14.07843137	1.87372549	2.2032	323	NA	NA
51	13.74509804	2.23372549	2.419712	323	NA	NA
20	0.6645	0.002015526	0	339	NA	NA
38	0.641842105	0.00236138	0.284731885	339	NA	NA
38	0.643421053	0.002028521	0.451968365	339	NA	NA
34	0.652058824	0.001653209	0.906306285	339	NA	NA
16	0.5775	0.00258	1.041337965	339	NA	NA
12	0.5925	0.002311364	1.226102125	339	NA	NA
30	0.626129032	0.003704516	1.341212525	339	NA	NA
33	0.606363636	0.001955114	1.451100525	339	NA	NA
22	0.608181818	0.001472727	1.566102125	339	NA	NA
30	0.676	0.002217931	1.818735725	339	NA	NA
8	0.66375	0.000883929	2.043625325	339	NA	NA
21	0.658571429	0.002292857	2.498518125	339	NA	NA
20	73.75	60.19736842	0	338	NA	NA
38	75.65789474	78.60953058	0.284731885	338	NA	NA
38	72.36842105	59.10384068	0.451968365	338	NA	NA
34	80.58823529	48.12834225	0.906306285	338	NA	NA
16	80.3125	74.89583333	1.041337965	338	NA	NA
13	90.38461538	85.25641026	1.226102125	338	NA	NA
30	92.5	61.63793103	1.341212525	338	NA	NA
34	86.76470588	43.76114082	1.451100525	338	NA	NA
24	83.33333333	49.27536232	1.566102125	338	NA	NA
30	92.5	61.63793103	1.818735725	338	NA	NA
8	88.75	241.0714286	2.043625325	338	NA	NA
21	87.5	206.6176471	2.498518125	338	NA	NA
20	33.6	12.88421053	0	337	NA	NA
38	33.05263158	7.72688478	0.284731885	337	NA	NA
38	31.73684211	4.79374111	0.451968365	337	NA	NA
34	35.76470588	12.79144385	0.906306285	337	NA	NA
16	35	6.4	1.041337965	337	NA	NA
12	35.33333333	5.333333333	1.226102125	337	NA	NA
30	34.6	9.144827586	1.341212525	337	NA	NA
33	36.12121212	6.984848485	1.451100525	337	NA	NA
22	35.5	5.652173913	1.566102125	337	NA	NA
30	36.53333333	5.774712644	1.818735725	337	NA	NA
8	34.75	18.21428571	2.043625325	337	NA	NA
21	34.57142857	10.45714286	2.498518125	337	NA	NA
20	1.1875	0.008388158	0	336	NA	NA
38	1.185526316	0.004447013	0.284731885	336	NA	NA
38	1.226315789	0.004559033	0.451968365	336	NA	NA
34	1.202941176	0.003475936	0.906306285	336	NA	NA
16	1.15625	0.004958333	1.041337965	336	NA	NA
13	1.219230769	0.001745562	1.226102125	336	NA	NA
30	1.193333333	0.004609195	1.341212525	336	NA	NA
34	1.163235294	0.003077094	1.451100525	336	NA	NA
23	1.191304348	0.003102767	1.566102125	336	NA	NA
30	1.195	0.002301724	1.818735725	336	NA	NA
8	1.13125	0.004241071	2.043625325	336	NA	NA
21	1.166666667	0.003583333	2.498518125	336	NA	NA
20	89.25	45.46052632	0	335	NA	NA
38	90.13157895	89.84708393	0.284731885	335	NA	NA
38	90.13157895	89.84708393	0.451968365	335	NA	NA
34	94.70588235	60.51693405	0.906306285	335	NA	NA
16	98.4375	92.39583333	1.041337965	335	NA	NA
13	101.9230769	64.74358974	1.226102125	335	NA	NA
30	99.33333333	51.26436782	1.341212525	335	NA	NA
34	104.7058824	39.30481283	1.451100525	335	NA	NA
24	98.125	40.89673913	1.566102125	335	NA	NA
30	106.3333333	60.22988506	1.818735725	335	NA	NA
8	105	185.7142857	2.043625325	335	NA	NA
21	102.3809524	89.04761905	2.498518125	335	NA	NA
20	107.5	80.26315789	0	334	NA	NA
38	109.2105263	104.7652916	0.284731885	334	NA	NA
38	104.8684211	92.54978663	0.451968365	334	NA	NA
34	116.6176471	90.48573975	0.906306285	334	NA	NA
16	115	84.375	1.041337965	334	NA	NA
13	126.5384615	105.7692308	1.226102125	334	NA	NA
30	120.6451613	81.23655914	1.341212525	334	NA	NA
33	123.6363636	51.98863636	1.451100525	334	NA	NA
22	120.4545455	61.68831169	1.566102125	334	NA	NA
30	129.5	85.0862069	1.818735725	334	NA	NA
8	123.125	349.5535714	2.043625325	334	NA	NA
21	123.3333333	210.8333333	2.498518125	334	NA	NA
19	60.94736842	24.05263158	0	333	NA	NA
38	59.28947368	40.10312945	0.284731885	333	NA	NA
38	56.05263158	29.24039829	0.451968365	333	NA	NA
34	63.61764706	33.69786096	0.906306285	333	NA	NA
16	58.5	31.2	1.041337965	333	NA	NA
13	61.15384615	44.30769231	1.226102125	333	NA	NA
30	63.2	40.30344828	1.341212525	333	NA	NA
34	64.94117647	23.39037433	1.451100525	333	NA	NA
23	61.43478261	20.34782609	1.566102125	333	NA	NA
30	73.4	61.28275862	1.818735725	333	NA	NA
8	73.5	82.28571429	2.043625325	333	NA	NA
21	69	30.6	2.498518125	333	NA	NA
19	44.387	20.32118154	0	332	NA	NA
37	41.15	18.13	0.284731885	332	NA	NA
32	37.973	12.31700125	0.451968365	332	NA	NA
29	30.125	5.351925239	0.906306285	332	NA	NA
16	30.502	18.18413265	1.041337965	332	NA	NA
13	28.199	9.958929417	1.226102125	332	NA	NA
36	29.386	10.53929847	1.341212525	332	NA	NA
23	27.518	7.543769198	1.451100525	332	NA	NA
25	27.209	8.207055654	1.566102125	332	NA	NA
20	28.586	6.202479436	1.818735725	332	NA	NA
8	27.718	8.292420346	2.043625325	332	NA	NA
17	26.481	7.957824084	2.498518125	332	NA	NA
18	17.16666667	1.676470588	0	331	NA	NA
36	14	7.6	0.284731885	331	NA	NA
31	13.70967742	8.746236559	0.451968365	331	NA	NA
33	16.72727273	2.017045455	0.906306285	331	NA	NA
15	14.4	1.828571429	1.041337965	331	NA	NA
16	14.25	1.266666667	1.226102125	331	NA	NA
31	15.19354839	2.027956989	1.341212525	331	NA	NA
33	15.54545455	1.380681818	1.451100525	331	NA	NA
26	15.07692308	1.273846154	1.566102125	331	NA	NA
30	14.86666667	2.533333333	1.818735725	331	NA	NA
8	15.75	1.9375	2.043625325	331	NA	NA
20	15.4	2.74	2.498518125	331	NA	NA
60	-3.442019376	0.047851563	0	394	NA	NA
60	-3.244193633	0.042077581	0.0899999999999999	394	NA	NA
60	-3.324236341	0.049382716	0.16	394	NA	NA
60	-3.218875825	0.075625	0.289999999999999	394	NA	NA
60	-3.244193633	0.111111111	0.32	394	NA	NA
60	-3.194183212	0.085663296	0.34	394	NA	NA
60	-3.352407217	0.066122449	0.359999999999999	394	NA	NA
60	-3.194183212	1.049375372	0.369999999999999	394	NA	NA
60	-3.244193633	0.12886259	0.529999999999999	394	NA	NA
60	-3.194183212	0.071980964	0.539999999999999	394	NA	NA
60	-3.170085661	0.081632653	0.549999999999999	394	NA	NA
60	-3.123565645	0.087293388	0.57	394	NA	NA
60	-3.146555163	0.091400757	0.6	394	NA	NA
60	-3.244193633	0.094674556	0.609999999999999	394	NA	NA
60	-3.296837366	0.105186267	0.629999999999999	394	NA	NA
60	-3.411247718	0.091827365	0.65	394	NA	NA
60	-3.352407217	0.09877551	0.66	394	NA	NA
60	-3.218875825	0.09	0.68	394	NA	NA
60	-3.270169119	0.099722992	0.69	394	NA	NA
60	-3.296837366	0.088385683	0.699999999999999	394	NA	NA
60	-3.324236341	0.093364198	0.709999999999999	394	NA	NA
60	-3.218875825	0.075625	0.715	394	NA	NA
60	-3.194183212	0.071980964	0.720000000000001	394	NA	NA
60	-3.270169119	0.083795014	0.73	394	NA	NA
60	-3.218875825	0.09	0.74	394	NA	NA
60	-3.244193633	0.12886259	0.75	394	NA	NA
60	-3.244193633	0.111111111	0.76	394	NA	NA
60	-3.123565645	0.074380165	0.77	394	NA	NA
60	-3.146555163	0.106003245	0.779999999999999	394	NA	NA
60	-2.937463365	0.08009968	0.789999999999999	394	NA	NA
60	-3.244193633	0.079552926	0.799999999999999	394	NA	NA
60	-2.937463365	0.14239943	1	394	NA	NA
60	-2.975929646	0.153787005	1.01	394	NA	NA
60	-3.101092789	0.142716049	1.02	394	NA	NA
60	-2.937463365	0.14239943	1.04	394	NA	NA
60	-3.123565645	0.116219008	1.05	394	NA	NA
60	-3.079113882	0.13657845	1.06	394	NA	NA
60	-3.170085661	0.111111111	1.07	394	NA	NA
60	-3.146555163	0.106003245	1.09	394	NA	NA
60	-3.079113882	0.153119093	1.1	394	NA	NA
60	-3.218875825	0.09	1.11	394	NA	NA
60	-3.036554268	0.09765625	1.12	394	NA	NA
60	-2.918771232	0.123799726	1.14	394	NA	NA
60	-3.015934981	0.166597251	1.15	394	NA	NA
60	-3.123565645	0.167355372	1.17	394	NA	NA
60	-3.146555163	0.175229854	1.18	394	NA	NA
60	-2.95651156	0.106878698	1.19	394	NA	NA
60	-2.995732274	0.1156	1.2	394	NA	NA
60	-2.830217835	0.151967825	1.42	394	NA	NA
60	-2.937463365	0.102883588	1.43	394	NA	NA
60	-2.900422094	0.16	1.44	394	NA	NA
60	-2.937463365	0.156995372	1.48	394	NA	NA
60	-2.882403588	0.140625	1.49	394	NA	NA
60	-2.937463365	0.115343539	1.51	394	NA	NA
60	-2.764620553	0.145124717	1.52	394	NA	NA
60	-2.995732274	0.1024	1.53	394	NA	NA
60	-2.975929646	0.169550173	1.54	394	NA	NA
60	-2.918771232	0.137174211	1.55	394	NA	NA
60	-2.975929646	0.098423683	1.56	394	NA	NA
60	-2.882403588	0.12755102	1.58	394	NA	NA
60	-2.864704011	0.111111111	1.6	394	NA	NA
60	-2.830217835	0.139040506	1.61	394	NA	NA
60	-2.900422094	0.132231405	1.62	394	NA	NA
60	-2.813410717	0.134444444	1.63	394	NA	NA
60	-3.036554268	0.140625	1.65	394	NA	NA
60	-2.864704011	0.177285319	1.66	394	NA	NA
60	-2.847312268	0.15725327	1.67	394	NA	NA
60	-2.847312268	0.15725327	1.68	394	NA	NA
60	-2.780620894	0.137617066	1.7	394	NA	NA
60	-2.688247574	0.124567474	1.75	394	NA	NA
60	-2.780620894	0.189646202	1.79	394	NA	NA
60	-2.748872196	0.129150391	1.8	394	NA	NA
60	-2.718100537	0.132231405	1.83	394	NA	NA
60	-2.764620553	0.145124717	1.86	394	NA	NA
60	-2.796881415	0.118516528	1.88	394	NA	NA
60	-2.796881415	0.107497984	1.91	394	NA	NA
60	-2.688247574	0.146193772	1.97	394	NA	NA
60	-2.375155786	0.12591051	1.99	394	NA	NA
60	-2.407945609	0.10382716	2.02	394	NA	NA
60	-2.733368009	0.060591716	2.05	394	NA	NA
60	-2.396895772	0.123656563	2.08	394	NA	NA
60	-2.453407983	0.138453218	2.11	394	NA	NA
60	-2.538307427	0.153981734	2.13	394	NA	NA
60	-2.292634762	0.113322223	2.16	394	NA	NA
60	-2.385966702	0.161743856	2.26	394	NA	NA
60	-2.244316185	0.299394802	2.3	394	NA	NA
60	-2.3227878	0.08756768	2.32	394	NA	NA
60	-1.980501594	0.097090947	2.35	394	NA	NA
60	-2.207274913	0.152809917	2.4	394	NA	NA
60	-2.095570924	0.127966158	2.43	394	NA	NA
60	-2.071473372	0.12755102	2.46	394	NA	NA
60	-2.3227878	0.166597251	2.48	394	NA	NA
60	-2.253794929	0.245260771	2.51	394	NA	NA
60	-2.032557956	0.097954665	2.53	394	NA	NA
60	-2.207274913	0.119338843	2.56	394	NA	NA
60	-2.375155786	0.11839519	2.6	394	NA	NA
60	-2.244316185	0.156995372	2.61	394	NA	NA
60	-2.244316185	0.188323247	2.67	394	NA	NA
60	-2.087473713	0.093912591	2.69	394	NA	NA
60	-2.087473713	0.21130333	2.78	394	NA	NA
60	-2.002480501	0.308641975	2.83	394	NA	NA
60	-1.924148657	0.112638394	2.86	394	NA	NA
60	-2.087473713	0.143665453	2.89	394	NA	NA
60	-2.216407397	0.202087366	2.92	394	NA	NA
60	-2.353878387	0.186260388	2.94	394	NA	NA
60	-2.120263536	0.111111111	2.98	394	NA	NA
60	-2.137070655	0.165469693	3	394	NA	NA
60	-2.111964733	0.150877672	3.02	394	NA	NA
60	-2.207274913	0.597107438	3.05	394	NA	NA
60	-2.419118909	0.15465219	3.08	394	NA	NA
60	-2.26336438	0.067400148	3.11	394	NA	NA
60	-2.353878387	0.12066482	3.14	394	NA	NA
60	-2.244316185	0.279102884	3.19	394	NA	NA
60	-2.244316185	0.164560342	3.21	394	NA	NA
60	1.215	0.003136	0	393	NA	NA
60	1.223	0.004761	0.0899999999999999	393	NA	NA
60	1.231	0.002704	0.16	393	NA	NA
60	1.235	0.002209	0.289999999999999	393	NA	NA
60	1.247	0.0025	0.32	393	NA	NA
60	1.245	0.003364	0.34	393	NA	NA
60	1.249	0.003481	0.359999999999999	393	NA	NA
60	1.23	0.003136	0.369999999999999	393	NA	NA
60	1.231	0.003136	0.529999999999999	393	NA	NA
60	1.241	0.003481	0.539999999999999	393	NA	NA
60	1.23	0.003481	0.549999999999999	393	NA	NA
60	1.232	0.002704	0.57	393	NA	NA
60	1.235	0.002704	0.6	393	NA	NA
60	1.235	0.002704	0.609999999999999	393	NA	NA
60	1.221	0.0025	0.629999999999999	393	NA	NA
60	1.228	0.003844	0.65	393	NA	NA
60	1.229	0.002116	0.66	393	NA	NA
60	1.276	0.002304	0.68	393	NA	NA
60	1.242	0.003721	0.69	393	NA	NA
60	1.24	0.002809	0.699999999999999	393	NA	NA
60	1.243	0.002809	0.709999999999999	393	NA	NA
60	1.23	0.003364	0.715	393	NA	NA
60	1.239	0.003481	0.720000000000001	393	NA	NA
60	1.237	0.003249	0.73	393	NA	NA
60	1.243	0.002809	0.74	393	NA	NA
60	1.248	0.001681	0.75	393	NA	NA
60	1.231	0.002916	0.76	393	NA	NA
60	1.251	0.003025	0.77	393	NA	NA
60	1.224	0.002116	0.779999999999999	393	NA	NA
60	1.218	0.007056	0.789999999999999	393	NA	NA
60	1.232	0.002916	0.799999999999999	393	NA	NA
60	1.244	0.002601	1	393	NA	NA
60	1.252	0.002025	1.01	393	NA	NA
60	1.238	0.003364	1.02	393	NA	NA
60	1.246	0.003364	1.04	393	NA	NA
60	1.23	0.0036	1.05	393	NA	NA
60	1.236	0.001936	1.06	393	NA	NA
60	1.253	0.003136	1.07	393	NA	NA
60	1.241	0.002916	1.09	393	NA	NA
60	1.236	0.004356	1.1	393	NA	NA
60	1.252	0.002809	1.11	393	NA	NA
60	1.244	0.003025	1.12	393	NA	NA
60	1.251	0.003025	1.14	393	NA	NA
60	1.238	0.003481	1.15	393	NA	NA
60	1.235	0.002401	1.17	393	NA	NA
60	1.242	0.0049	1.18	393	NA	NA
60	1.239	0.006724	1.19	393	NA	NA
60	1.255	0.002704	1.2	393	NA	NA
60	1.246	0.004356	1.42	393	NA	NA
60	1.232	0.002809	1.43	393	NA	NA
60	1.251	0.005329	1.44	393	NA	NA
60	1.24	0.0049	1.48	393	NA	NA
60	1.256	0.004761	1.49	393	NA	NA
60	1.257	0.004225	1.51	393	NA	NA
60	1.252	0.003844	1.52	393	NA	NA
60	1.246	0.004225	1.53	393	NA	NA
60	1.238	0.002601	1.54	393	NA	NA
60	1.24	0.003844	1.55	393	NA	NA
60	1.244	0.003721	1.56	393	NA	NA
60	1.247	0.002401	1.58	393	NA	NA
60	1.242	0.004624	1.61	393	NA	NA
60	1.233	0.002401	1.62	393	NA	NA
60	1.231	0.004096	1.63	393	NA	NA
60	1.236	0.003481	1.65	393	NA	NA
60	1.246	0.004356	1.66	393	NA	NA
60	1.254	0.004624	1.67	393	NA	NA
60	1.244	0.005041	1.68	393	NA	NA
60	1.256	0.004489	1.7	393	NA	NA
60	1.227	0.0036	1.75	393	NA	NA
60	1.265	0.004225	1.79	393	NA	NA
60	1.252	0.0036	1.8	393	NA	NA
60	1.232	0.002704	1.83	393	NA	NA
60	1.239	0.003136	1.86	393	NA	NA
60	1.259	0.003844	1.88	393	NA	NA
60	1.254	0.003249	1.91	393	NA	NA
60	1.245	0.002704	1.97	393	NA	NA
60	1.25	0.005476	1.99	393	NA	NA
60	1.256	0.005476	2.02	393	NA	NA
60	1.255	0.003844	2.05	393	NA	NA
60	1.259	0.003721	2.08	393	NA	NA
60	1.264	0.005929	2.11	393	NA	NA
60	1.247	0.0025	2.13	393	NA	NA
60	1.237	0.004096	2.16	393	NA	NA
60	1.259	0.004624	2.26	393	NA	NA
60	1.265	0.0049	2.3	393	NA	NA
60	1.265	0.005041	2.32	393	NA	NA
60	1.258	0.004489	2.35	393	NA	NA
60	1.261	0.003844	2.4	393	NA	NA
60	1.288	0.003025	2.43	393	NA	NA
60	1.257	0.001521	2.46	393	NA	NA
60	1.269	0.0036	2.48	393	NA	NA
60	1.26	0.004489	2.51	393	NA	NA
60	1.25	0.004624	2.53	393	NA	NA
60	1.283	0.004761	2.56	393	NA	NA
60	1.284	0.0064	2.6	393	NA	NA
60	1.255	0.003721	2.61	393	NA	NA
60	1.265	0.004096	2.67	393	NA	NA
60	1.268	0.003969	2.69	393	NA	NA
60	1.274	0.009216	2.78	393	NA	NA
60	1.227	0.0049	2.83	393	NA	NA
60	1.236	0.001024	2.86	393	NA	NA
60	1.265	0.001521	2.89	393	NA	NA
60	1.267	0.0049	2.92	393	NA	NA
60	1.252	0.002809	2.94	393	NA	NA
60	1.239	0.003721	2.98	393	NA	NA
60	1.231	0.001936	3.02	393	NA	NA
60	1.261	0.003025	3.08	393	NA	NA
60	1.282	0.004761	3.11	393	NA	NA
60	1.277	0.0025	3.14	393	NA	NA
60	1.256	0.0064	3.19	393	NA	NA
60	1.272	0.003364	3.21	393	NA	NA
60	-1.496109227	0.009646046	0	392	NA	NA
60	-1.398366942	0.011949057	0.0899999999999999	392	NA	NA
60	-1.431291727	0.012762382	0.16	392	NA	NA
60	-1.390302383	0.017564233	0.289999999999999	392	NA	NA
60	-1.386294361	0.024336	0.32	392	NA	NA
60	-1.370421012	0.02008804	0.34	392	NA	NA
60	-1.427116356	0.01265625	0.359999999999999	392	NA	NA
60	-1.402423743	0.090488466	0.369999999999999	392	NA	NA
60	-1.398366942	0.022439312	0.529999999999999	392	NA	NA
60	-1.358679194	0.017502157	0.539999999999999	392	NA	NA
60	-1.362577835	0.025650024	0.549999999999999	392	NA	NA
60	-1.335601247	0.019792103	0.57	392	NA	NA
60	-1.350927217	0.020408163	0.6	392	NA	NA
60	-1.402423743	0.022622116	0.609999999999999	392	NA	NA
60	-1.418817553	0.020917287	0.629999999999999	392	NA	NA
60	-1.474033275	0.023359585	0.65	392	NA	NA
60	-1.452434164	0.026371539	0.66	392	NA	NA
60	-1.366491734	0.04	0.68	392	NA	NA
60	-1.406497068	0.022807164	0.69	392	NA	NA
60	-1.410587054	0.019416823	0.699999999999999	392	NA	NA
60	-1.427116356	0.023767361	0.709999999999999	392	NA	NA
60	-1.386294361	0.021904	0.715	392	NA	NA
60	-1.37436579	0.020247153	0.720000000000001	392	NA	NA
60	-1.427116356	0.020069444	0.73	392	NA	NA
60	-1.386294361	0.020736	0.74	392	NA	NA
60	-1.394326533	0.028681061	0.75	392	NA	NA
60	-1.402423743	0.026439289	0.76	392	NA	NA
60	-1.331806176	0.018595041	0.77	392	NA	NA
60	-1.347073648	0.027352071	0.779999999999999	392	NA	NA
60	-1.258781041	0.027387919	0.789999999999999	392	NA	NA
60	-1.394326533	0.016649324	0.799999999999999	392	NA	NA
60	-1.248273063	0.034102636	1	392	NA	NA
60	-1.26940061	0.036929623	1.01	392	NA	NA
60	-1.32425897	0.031219967	1.02	392	NA	NA
60	-1.248273063	0.035401668	1.04	392	NA	NA
60	-1.331806176	0.027777778	1.05	392	NA	NA
60	-1.305636458	0.028812244	1.06	392	NA	NA
60	-1.362577835	0.026916504	1.07	392	NA	NA
60	-1.347073648	0.026094675	1.09	392	NA	NA
60	-1.316768298	0.036213522	1.1	392	NA	NA
60	-1.37436579	0.020247153	1.11	392	NA	NA
60	-1.298283484	0.023668639	1.12	392	NA	NA
60	-1.231001477	0.031713267	1.14	392	NA	NA
60	-1.287354413	0.035496744	1.15	392	NA	NA
60	-1.339410775	0.039391644	1.17	392	NA	NA
60	-1.354795694	0.043807463	1.18	392	NA	NA
60	-1.244794799	0.027777778	1.19	392	NA	NA
60	-1.265848208	0.03143705	1.2	392	NA	NA
60	-1.187443502	0.04	1.42	392	NA	NA
60	-1.255266099	0.026051093	1.43	392	NA	NA
60	-1.220779923	0.037334099	1.44	392	NA	NA
60	-1.248273063	0.038072576	1.48	392	NA	NA
60	-1.21402314	0.036832976	1.49	392	NA	NA
60	-1.22758267	0.023587928	1.51	392	NA	NA
60	-1.164752091	0.034557857	1.52	392	NA	NA
60	-1.262308381	0.026420607	1.53	392	NA	NA
60	-1.26940061	0.038310052	1.54	392	NA	NA
60	-1.234432012	0.035722299	1.55	392	NA	NA
60	-1.258781041	0.026234874	1.56	392	NA	NA
60	-1.203972804	0.033611111	1.58	392	NA	NA
60	-1.244794799	0.027777778	1.6	392	NA	NA
60	-1.197328262	0.038167186	1.61	392	NA	NA
60	-1.22758267	0.032720241	1.62	392	NA	NA
60	-1.194022473	0.036641288	1.63	392	NA	NA
60	-1.294627173	0.03329959	1.65	392	NA	NA
60	-1.21402314	0.046435171	1.66	392	NA	NA
60	-1.180907531	0.038196692	1.67	392	NA	NA
60	-1.184170177	0.035926353	1.68	392	NA	NA
60	-1.164752091	0.032215648	1.7	392	NA	NA
60	-1.123930097	0.030759763	1.75	392	NA	NA
60	-1.152013065	0.042310928	1.79	392	NA	NA
60	-1.142564176	0.026572066	1.8	392	NA	NA
60	-1.142564176	0.027603895	1.83	392	NA	NA
60	-1.158362293	0.032952655	1.86	392	NA	NA
60	-1.15518264	0.025195263	1.88	392	NA	NA
60	-1.164752091	0.022692719	1.91	392	NA	NA
60	-1.123930097	0.031848521	1.97	392	NA	NA
60	-0.957112726	0.032287598	1.99	392	NA	NA
60	-0.96233467	0.019249746	2.02	392	NA	NA
60	-1.123930097	0.015914793	2.05	392	NA	NA
60	-0.96233467	0.031687728	2.08	392	NA	NA
60	-0.994252273	0.028991965	2.11	392	NA	NA
60	-1.041287222	0.030848494	2.13	392	NA	NA
60	-0.916290732	0.02480625	2.16	392	NA	NA
60	-0.964955904	0.038750078	2.26	392	NA	NA
60	-0.908818717	0.07450326	2.3	392	NA	NA
60	-0.916290732	0.02030625	2.32	392	NA	NA
60	-0.755022584	0.021552739	2.35	392	NA	NA
60	-0.869884359	0.034654621	2.4	392	NA	NA
60	-0.805196684	0.030449079	2.43	392	NA	NA
60	-0.805196684	0.034477926	2.46	392	NA	NA
60	-0.926341068	0.041838843	2.48	392	NA	NA
60	-0.903868212	0.065941168	2.51	392	NA	NA
60	-0.78745786	0.022997223	2.53	392	NA	NA
60	-0.850971266	0.025360749	2.56	392	NA	NA
60	-0.94160854	0.030401052	2.6	392	NA	NA
60	-0.894040123	0.03922143	2.61	392	NA	NA
60	-0.894040123	0.043190799	2.67	392	NA	NA
60	-0.802962047	0.020408163	2.69	392	NA	NA
60	-0.807436327	0.071190854	2.78	392	NA	NA
60	-0.794073099	0.085284674	2.83	392	NA	NA
60	-0.736054682	0.037695965	2.86	392	NA	NA
