N	trait_mean	trait_var	age_MY	tsID	age_MY_min	age_MY_max
1	0.13096425	0.000351867	6.88167208	14	NA	NA
1	0.19662741	0.000196084	6.8922655	14	NA	NA
1	0.18964298	0.000410448	6.97236477	14	NA	NA
1	0.12085607	0.000931024	7.078485032	14	NA	NA
1	0.08844901	0.00126129	7.111156512	14	NA	NA
1	0.14923587	0.000625446	7.1157594	14	NA	NA
1	48.155563	2.229871749	0	13	NA	NA
1	51.486053	0.208223193	0.1657084	13	NA	NA
1	49.20199	0.468478437	0.6111264	13	NA	NA
1	55.048687	0.910049805	1.0167027	13	NA	NA
1	51.791424	0.688171825	1.3215966	13	NA	NA
1	46.41624	0.084308307	1.8655391	13	NA	NA
1	60.31453	0.688231081	2.1074209	13	NA	NA
1	45.67377	0.621071856	2.4928608	13	NA	NA
1	44.043224	1.075288581	2.756763	13	NA	NA
1	46.39726	3.882055953	2.9718344	13	NA	NA
1	46.31341	0.313535146	3.1204267	13	NA	NA
1	41.43028	0.072675082	3.4167774	13	NA	NA
1	45.408764	0.09682734	3.7229517	13	NA	NA
1	45.81031	0.110116804	4.0119813	13	NA	NA
1	47.839	0.124337374	4.2352512	13	NA	NA
1	47.59	0.096782893	4.5324216	13	NA	NA
1	52.777798	0.247763951	5.4332389	13	NA	NA
1	49.196747	0.795273115	5.6555163	13	NA	NA
1	53.49973	0.110501462	6.0030278	13	NA	NA
1	55.628754	0.26040583	6.6504503	13	NA	NA
1	53.697914	0.185313558	6.711997	13	NA	NA
1	53.71627	1.968682451	6.88167208	13	NA	NA
1	56.34242	0.714222037	6.8922655	13	NA	NA
1	48.851086	1.586603728	6.97236477	13	NA	NA
1	53.050068	7.34644655	7.078485032	13	NA	NA
1	51.053604	4.362780651	7.111156512	13	NA	NA
1	49.179012	3.971708367	7.1157594	13	NA	NA
1	39.285713	1.311840063	0	12	NA	NA
1	54.285713	2.951641456	0.831169099999999	12	NA	NA
1	57.959183	0.132810601	1.1324677	12	NA	NA
1	49.285713	1.030634666	1.4545457	12	NA	NA
1	45.10204	0.737910802	1.901299	12	NA	NA
1	54.489796	1.433809525	2.2961037	12	NA	NA
1	51.734695	1.195294292	2.9402597	12	NA	NA
1	56.530613	3.610950063	3.3454547	12	NA	NA
1	46.530613	0.609843856	3.5948052	12	NA	NA
1	41.734695	3.512697357	3.9064937	12	NA	NA
1	42.7551	2.689405881	4.2077922	12	NA	NA
1	46.32653	0.737910364	4.5818183	12	NA	NA
1	48.97959	6.776039299	4.9246754	12	NA	NA
1	50	1.139051967	5.0701301	12	NA	NA
1	43.97959	0.609843059	5.3922078	12	NA	NA
1	45	1.56119925	5.6623377	12	NA	NA
1	54.795918	3.133238657	5.87013	12	NA	NA
1	57.7551	0.830065558	6.0363638	12	NA	NA
1	54.69388	0.830065093	6.5038962	12	NA	NA
1	55.714287	0.195827021	7.2207794	12	NA	NA
1	56.02041	0.358452381	7.55324688	12	NA	NA
1	57.44898	0.152460964	7.60519495	12	NA	NA
1	61.938774	0.271041359	7.74025988	12	NA	NA
1	58.97959	1.496825533	7.77142871	12	NA	NA
30	0.32835	0.00163216	0	10	NA	NA
30	0.3477	0.00139876	0.0559999999999992	10	NA	NA
30	0.3639	0.0007845601	0.112499999999999	10	NA	NA
30	0.33448	0.0011135569	0.154499999999999	10	NA	NA
30	0.36709	0.0011895601	0.254999999999999	10	NA	NA
30	0.42677	0.0015713296	0.285499999999999	10	NA	NA
30	0.41893	0.00320356	0.3165	10	NA	NA
30	0.41562	0.0019377604	0.3475	10	NA	NA
30	0.387	0.0018429849	0.378499999999999	10	NA	NA
30	0.42753	0.0020948929	0.4505	10	NA	NA
30	0.44051	0.0017884441	0.4795	10	NA	NA
30	0.40245	0.002209	0.5085	10	NA	NA
30	0.39679	0.0022043025	0.562859999999999	10	NA	NA
30	0.41687	0.0037933281	0.56559	10	NA	NA
30	0.40095	0.0024472809	0.567409999999999	10	NA	NA
30	0.41723	0.0036505764	0.573499999999999	10	NA	NA
30	0.43821	0.0019000881	0.5755	10	NA	NA
30	0.40815	0.0030371121	0.576499999999999	10	NA	NA
30	0.41531	0.0025391521	0.599499999999999	10	NA	NA
30	0.401	0.0018550249	0.6015	10	NA	NA
30	0.41202	0.0018215824	0.6305	10	NA	NA
30	0.44435	0.0020493729	0.65395	10	NA	NA
30	0.4436	0.0020921476	0.6845	10	NA	NA
30	0.49159	0.0016654561	0.74995	10	NA	NA
30	0.47154	0.0031798321	0.77759	10	NA	NA
30	0.47138	0.0023357889	0.79214	10	NA	NA
30	0.47987	0.0023687689	0.803049999999999	10	NA	NA
30	0.4712	0.0026040609	0.817589999999999	10	NA	NA
30	0.47711	0.002916	0.82123	10	NA	NA
30	0.48087	0.0016949689	0.824859999999999	10	NA	NA
30	0.47769	0.0021631801	0.828139999999999	10	NA	NA
30	0.47807	0.0029441476	0.832139999999999	10	NA	NA
30	0.48236	0.0033235225	0.83559	10	NA	NA
30	0.49209	0.0035153041	0.844859999999999	10	NA	NA
30	0.52213	0.0030835809	0.8485	10	NA	NA
30	0.51068	0.0037748736	0.852139999999999	10	NA	NA
30	0.50797	0.0033108516	0.85577	10	NA	NA
30	0.51496	0.00303601	0.858319999999999	10	NA	NA
30	0.53159	0.0025715041	0.87923	10	NA	NA
30	0.53338	0.0028665316	0.88668	10	NA	NA
30	0.56352	0.0051423241	0.95759	10	NA	NA
30	0.54223	0.0025553025	0.96668	10	NA	NA
30	0.57626	0.0023251684	0.975769999999999	10	NA	NA
30	0.58878	0.0056220004	0.99395	10	NA	NA
30	0.58215	0.0039917124	1.02305	10	NA	NA
30	0.56853	0.0048316401	1.03014	10	NA	NA
30	0.57297	0.0034445161	1.03941	10	NA	NA
30	0.55925	0.0063425296	1.05032	10	NA	NA
30	0.5982	0.0045306361	1.05759	10	NA	NA
30	0.58394	0.0031281649	1.06668	10	NA	NA
30	0.58664	0.0030239001	1.11577	10	NA	NA
30	0.60691	0.0050083929	1.13395	10	NA	NA
30	0.59048	0.0031348801	1.14086	10	NA	NA
30	0.26459	0.0004631104	0	9	NA	NA
30	0.27833	0.0010784656	0.167	9	NA	NA
30	0.26775	0.00048841	0.215	9	NA	NA
30	0.28828	0.0011142244	0.279999999999999	9	NA	NA
30	0.2786	0.0005929225	0.291	9	NA	NA
30	0.26294	0.0007463824	0.302	9	NA	NA
30	0.29683	0.0012538681	0.651999999999999	9	NA	NA
30	0.31289	0.00116281	0.865	9	NA	NA
6	20.4	0.64	0	8	NA	NA
17	20.2	1	0.1032	8	NA	NA
33	20.4	0.64	0.24768	8	NA	NA
87	20.7	1	0.94944	8	NA	NA
69	20.6	1.21	1.19712	8	NA	NA
85	19.6	1.21	1.89888	8	NA	NA
36	19.9	0.64	3.21984	8	NA	NA
36	19	0.64	3.96288	8	NA	NA
27	18.8	0.64	4.49952	8	NA	NA
12	3.4	0.04	0	7	NA	NA
22	3.3	0.09	0.1032	7	NA	NA
38	3.6	0.09	0.24768	7	NA	NA
108	3.2	0.09	0.94944	7	NA	NA
78	3.4	0.16	1.19712	7	NA	NA
88	3.4	0.09	1.89888	7	NA	NA
46	3.4	0.04	3.21984	7	NA	NA
43	3.4	0.04	3.96288	7	NA	NA
30	3.6	0.04	4.49952	7	NA	NA
12	14.1	3.24	0	6	NA	NA
24	14.7	5.76	0.1032	6	NA	NA
44	12.9	3.24	0.24768	6	NA	NA
107	13	4.84	0.94944	6	NA	NA
78	12.9	6.25	1.19712	6	NA	NA
91	12.8	5.29	1.89888	6	NA	NA
47	13.4	3.24	3.21984	6	NA	NA
46	12.7	3.24	3.96288	6	NA	NA
33	11.8	3.24	4.49952	6	NA	NA
4	13.5	9.61	0	5	NA	NA
12	18.9	86.49	0.1032	5	NA	NA
30	19.3	32.49	0.24768	5	NA	NA
80	18.9	30.25	0.94944	5	NA	NA
63	21	68.89	1.19712	5	NA	NA
77	22.7	68.89	1.89888	5	NA	NA
38	23.6	9.61	3.21984	5	NA	NA
37	23.7	9.61	3.96288	5	NA	NA
28	31.1	9.61	4.49952	5	NA	NA
12	48	26.01	0	4	NA	NA
22	47.8	40.96	0.1032	4	NA	NA
38	45.2	39.69	0.24768	4	NA	NA
108	41.3	37.21	0.94944	4	NA	NA
78	43.2	46.24	1.19712	4	NA	NA
89	43.1	50.41	1.89888	4	NA	NA
46	45.2	26.01	3.21984	4	NA	NA
43	42.6	26.01	3.96288	4	NA	NA
30	41.8	26.01	4.49952	4	NA	NA
12	14.3	4	0	3	NA	NA
24	15	6.76	0.1032	3	NA	NA
44	13.1	3.24	0.24768	3	NA	NA
102	13.1	6.25	0.94944	3	NA	NA
78	12.9	7.29	1.19712	3	NA	NA
91	12.9	6.76	1.89888	3	NA	NA
46	13.5	4	3.21984	3	NA	NA
46	13	4	3.96288	3	NA	NA
32	11.9	4	4.49952	3	NA	NA
10	14.4	1.21	0	2	NA	NA
18	14.9	6.76	0.1032	2	NA	NA
35	13	3.61	0.24768	2	NA	NA
83	13.6	4.84	0.94944	2	NA	NA
66	13.4	5.29	1.19712	2	NA	NA
43	13.5	1.21	3.21984	2	NA	NA
42	13.1	1.21	3.96288	2	NA	NA
27	12.1	1.21	4.49952	2	NA	NA
7	8.4	1.96	0	1	NA	NA
15	7.7	3.24	0.1032	1	NA	NA
34	7.9	2.89	0.24768	1	NA	NA
84	8.1	2.25	0.94944	1	NA	NA
67	7.7	2.25	1.19712	1	NA	NA
77	7.7	3.61	1.89888	1	NA	NA
38	7.6	1.96	3.21984	1	NA	NA
36	7.8	1.96	3.96288	1	NA	NA
28	7.2	1.96	4.49952	1	NA	NA
17	0.66038	0.000941347	0	596	NA	NA
90	0.58051	0.003472708	0.2	596	NA	NA
25	0.58969	0.001052936	0.4	596	NA	NA
43	0.56795	0.008278172	0.5	596	NA	NA
50	0.55301	0.004006495	0.7	596	NA	NA
24	0.55191	0.00189799	0.75	596	NA	NA
31	0.5815	0.005222564	0.8	596	NA	NA
41	0.58938	0.004158781	0.9	596	NA	NA
41	0.64624	0.001361583	1.7	596	NA	NA
41	0.59817	0.001062999	2	596	NA	NA
17	0.65044	0.000510916	2.7	596	NA	NA
18	42.09	2.06	0	579	NA	NA
14	43.04	1.22	0.0332352941176469	579	NA	NA
17	42.31	2.28	0.0597058823529408	579	NA	NA
19	41.46	0.66	0.0888235294117646	579	NA	NA
169	43	1.18	0.114411764705882	579	NA	NA
27	43.02	0.94	0.176764705882353	579	NA	NA
71	41.58	0.79	0.235	579	NA	NA
214	41.37	1.29	0.291764705882353	579	NA	NA
13	40.85	0.5	0.348235294117647	579	NA	NA
273	40.68	0.76	0.526764705882353	579	NA	NA
91	40.8	0.9	0.586470588235294	579	NA	NA
9	39.79	0.18	0.677647058823529	579	NA	NA
13	41.47	0.41	0.768235294117647	579	NA	NA
13	39.84	0.33	0.850882352941176	579	NA	NA
18	40.51	0.87	1.02470588235294	579	NA	NA
25	40.43	0.75	1.11911764705882	579	NA	NA
41	39.19	0.76	1.205	579	NA	NA
28	39.51	0.6	1.29176470588235	579	NA	NA
45	39.63	0.8	1.38382352941176	579	NA	NA
7	2.42485831080708	0.0816937977295472	0	525	NA	NA
38	2.5735679398399	0.0303809659201764	0.766	525	NA	NA
10	2.58787264875769	0.0082181793734811	0.789	525	NA	NA
9	2.30237828359537	0.0900582606693678	0.811	525	NA	NA
22	2.54547958713608	0.0587607713294668	0.834	525	NA	NA
13	2.43920734245026	0.0336850101374435	0.856	525	NA	NA
6	2.64996553526492	0.0178763853595174	0.9015	525	NA	NA
7	1.53318307679659	0.0185382703647017	0	520	NA	NA
38	1.5385705594469	0.00784675553633152	0.766	520	NA	NA
10	1.56559681724332	0.00652700133235557	0.789	520	NA	NA
9	1.49539124687267	0.0094135652583745	0.811	520	NA	NA
24	1.55357685646018	0.0174825932536031	0.834	520	NA	NA
13	1.5370136282783	0.00650934530712684	0.856	520	NA	NA
6	1.53991133505254	0.000939787546227677	0.9015	520	NA	NA
4	13.8	0.52	0	199	NA	NA
3	13.4	0.41	0.014	199	NA	NA
39	13.5	0.59	0.017	199	NA	NA
19	13.3	2	0.019	199	NA	NA
7	13.4	0.41	0.024	199	NA	NA
3	13.6	0.23	0.026	199	NA	NA
30	25.607	7.2177075	0	77	NA	NA
30	21.705	4.563	0.290909090909091	77	NA	NA
30	22.441	7.2177075	0.613977272727273	77	NA	NA
30	20.144	7.2177075	1.82056818181818	77	NA	NA
30	19.096	7.56012	1.93875	77	NA	NA
30	19.118	10.47843	2.14329545454546	77	NA	NA
30	17.937	4.06272	2.57397727272727	77	NA	NA
30	18.828	7.56012	2.72511363636364	77	NA	NA
1	295	0	0	73	NA	NA
1	341	0	0.524000000000001	73	NA	NA
1	310	0	3.096	73	NA	NA
1	307	0	3.133	73	NA	NA
2	313.5	90.25	3.165	73	NA	NA
1	323	1	3.192	73	NA	NA
2	315.5	72.25	3.217	73	NA	NA
1	288	0	3.231	73	NA	NA
1	318	0	3.281	73	NA	NA
2	304	0	3.45	73	NA	NA
1	318	0	3.468	73	NA	NA
1	323	0	3.518	73	NA	NA
1	311	0	3.568	73	NA	NA
1	334	0	3.755	73	NA	NA
1	316	0	4.283	73	NA	NA
1	308	0	4.426	73	NA	NA
1	323	0	5.318	73	NA	NA
2	313	9	5.403	73	NA	NA
2	308.5	12.25	5.624	73	NA	NA
1	853	0	0	70	NA	NA
1	701	0	0.078000000000003	70	NA	NA
1	726	0	0.425000000000004	70	NA	NA
1	836	0	0.450000000000003	70	NA	NA
1	728	0	0.572000000000003	70	NA	NA
1	785	0	1.286	70	NA	NA
1	756	0	1.359	70	NA	NA
2	864.5	600.25	1.89	70	NA	NA
2	790	4624	2.006	70	NA	NA
1	912	0	2.108	70	NA	NA
1	820	0	2.2875	70	NA	NA
1	792	0	2.458	70	NA	NA
2	793	49	2.509	70	NA	NA
2	791	1156	2.509	70	NA	NA
2	779.5	420.25	2.581	70	NA	NA
1	784	0	2.661	70	NA	NA
1	821	0	3.119	70	NA	NA
1	826	0	3.144	70	NA	NA
2	779	156.25	3.168	70	NA	NA
1	812.5	0	3.19900000000001	70	NA	NA
1	772.5	0	3.224	70	NA	NA
1	799.5	0	3.248	70	NA	NA
1	740	0	3.272	70	NA	NA
1	739.5	0	3.304	70	NA	NA
2	789.5	702.25	3.329	70	NA	NA
1	788	0	3.37933333333334	70	NA	NA
1	814	0	3.465	70	NA	NA
1	795	0	3.483	70	NA	NA
1	781	0	3.58	70	NA	NA
2	779	25	3.604	70	NA	NA
1	828	0	3.759	70	NA	NA
1	763	0	4.205	70	NA	NA
1	776	0	4.254	70	NA	NA
6	826.333333333333	6243.8889	4.331	70	NA	NA
3	783	1074.66666666667	4.62733333333333	70	NA	NA
2	722.5	30.25	5.163	70	NA	NA
3	785.666666666667	829.555555555556	5.354	70	NA	NA
1	804	0	5.732	70	NA	NA
17	67.9	19.3	0	49	NA	NA
12	70.7	11.6	0.014	49	NA	NA
119	75.2	22.4	0.017	49	NA	NA
20	69.6	10.6	0.019	49	NA	NA
79	71.6	15.2	0.024	49	NA	NA
61	16.2	0.8	0	18	NA	NA
24	16.7	2	0.014	18	NA	NA
62	17.3	1.6	0.017	18	NA	NA
43	16	1.8	0.019	18	NA	NA
4	17	0.6	0.022	18	NA	NA
82	17.2	1.4	0.024	18	NA	NA
1	0.053664684	7.1856e-06	0	11	NA	NA
1	0.0838171	0.000145504	0.8395793	11	NA	NA
1	0.10562709	8.24862e-06	1.130972	11	NA	NA
1	0.0764124	7.1779e-06	1.4677163	11	NA	NA
1	0.07798655	1.61633e-05	1.9276057	11	NA	NA
1	0.11181808	8.79865e-05	2.30718	11	NA	NA
1	0.07139287	2.11112e-05	2.9360473	11	NA	NA
1	0.07145623	4.74903e-05	3.3340569	11	NA	NA
1	0.06624802	7.18367e-06	3.6172023	11	NA	NA
1	0.101564996	7.42129e-05	3.8994518	11	NA	NA
1	0.10536802	5.01758e-05	4.2177768	11	NA	NA
1	0.118182264	7.4219e-05	4.5712815	11	NA	NA
1	0.088967584	0.000337779	4.9080258	11	NA	NA
1	0.081491075	1.46578e-05	5.0850853	11	NA	NA
1	0.10930621	4.49028e-05	5.3851898	11	NA	NA
1	0.095844276	4.23643e-05	5.6773625	11	NA	NA
1	0.16867472	8.44382e-05	5.8968695	11	NA	NA
1	0.10640994	7.42191e-05	6.0486061	11	NA	NA
1	0.13575275	7.09511e-05	6.5167262	11	NA	NA
1	0.11635608	1.93918e-05	7.2424202	11	NA	NA
1	0.12541237	1.93949e-05	7.56062903	11	NA	NA
1	0.10965961	1.77362e-05	7.60520082	11	NA	NA
1	0.18097505	5.57361e-05	7.73629436	11	NA	NA
1	0.12919849	0.000179621	7.77281802	11	NA	NA
120	704.29	7166.51	5e-05	583	NA	NA
14	728.57	5643.96	5.1e-05	583	NA	NA
118	39.63110169	21.80039794	0	27524436	NA	NA
794	22.49866373	8.135258871	0.2	27524436	NA	NA
60	23.5755	9.173638083	0.3	27524436	NA	NA
190	23.44978947	8.831703114	0.5	27524436	NA	NA
176	25.10261364	7.845262487	0.6	27524436	NA	NA
119	33.4181512605042	26.4547629687172	0	27578744	NA	NA
792	21.7424936868687	8.52175720703017	0.2	27578744	NA	NA
61	22.0362295081967	12.9991841440474	0.3	27578744	NA	NA
191	22.4840314136126	11.3167444806884	0.5	27578744	NA	NA
181	23.9638121546961	11.8052324288031	0.6	27578744	NA	NA
118	46.6025423728813	41.4695308244785	0	27579031	NA	NA
800	26.91147125	18.2494482466739	0.2	27579031	NA	NA
61	27.3595081967213	21.3532407417369	0.3	27579031	NA	NA
191	28.1950209424084	22.9864211828066	0.5	27579031	NA	NA
184	29.7188043478261	21.1045583530251	0.6	27579031	NA	NA
80	56951.4645	219173380.9	2.90415454	29123518	NA	NA
61	55621.71738	226611444.8	2.88521804	29123518	NA	NA
43	66127.34512	401915445	2.86626254	29123518	NA	NA
27	68514.84	457617296.9	2.84265458	29123518	NA	NA
48	68736.06	334208037.5	2.8202808	29123518	NA	NA
74	60494.12757	391660646.9	2.80430542	29123518	NA	NA
87	59834.75586	246170944.5	2.78820478	29123518	NA	NA
52	63281.74846	445438522.9	2.774007425	29123518	NA	NA
20	59898.204	319116471.6	2.7597965	29123518	NA	NA
2	50612.04	1322612968	2.75032722	29123518	NA	NA
22	61840.70182	225237798.8	2.74085334	29123518	NA	NA
25	56367.8352	148556417.3	2.720618733	29123518	NA	NA
1	47167.92	NA	2.710232096	29123518	NA	NA
15	50356.296	196564531.4	2.700589244	29123518	NA	NA
46	55009.77652	293455176.5	2.69150146	29123518	NA	NA
67	61495.68358	224539486.7	2.680136004	29123518	NA	NA
1	54163.08	NA	2.6715926	29123518	NA	NA
33	49590.75273	157583504.5	2.66077228	29123518	NA	NA
11	43379.77091	195579601.1	2.6494074	29123518	NA	NA
38	56957.58	184625537.2	2.639769063	29123518	NA	NA
168	43309.50429	126925822.9	2.63045642	29123518	NA	NA
33	48061.76727	169004536.4	2.622044247	29123518	NA	NA
33	77842.86545	805703083.5	2.611069497	29123518	NA	NA
41	45630.10537	162935910.1	2.601921577	29123518	NA	NA
82	55003.78098	205851595.8	2.59080392	29123518	NA	NA
107	47489.22505	150415305	2.57958848	29123518	NA	NA
2	51247.08	371944265.7	2.57009	29123518	NA	NA
140	48084.95571	177107910.3	2.5602	29123518	NA	NA
17	48142.01647	97272723.26	2.55003	29123518	NA	NA
32	45691.99875	173689151.5	2.53025	29123518	NA	NA
3	53587.44	159009271.2	2.51041	29123518	NA	NA
43	59364.03349	141648477.2	2.50017	29123518	NA	NA
51	56376.12706	109456996.7	2.49037	29123518	NA	NA
11	47339.05091	116110289.6	2.4806	29123518	NA	NA
69	47440.92522	120268920.2	2.47015	29123518	NA	NA
73	44932.71945	138921644.1	2.46042	29123518	NA	NA
3	41241.96	260221521.2	2.45042	29123518	NA	NA
80	1.3973303653875	0.00468900872414927	2.90415454	29123846	NA	NA
61	1.4282664942623	0.00569563958996399	2.88521804	29123846	NA	NA
43	1.3248681204186	0.00419846897659958	2.86626254	29123846	NA	NA
27	1.34840471466667	0.00667446207396351	2.84265458	29123846	NA	NA
48	1.34639746408333	0.0055857477269723	2.8202808	29123846	NA	NA
74	1.36326984921622	0.0059681925003918	2.80430542	29123846	NA	NA
87	1.36577655387356	0.00640860189169741	2.78820478	29123846	NA	NA
52	1.33209434386538	0.0050172527635821	2.774007425	29123846	NA	NA
20	1.3715440587	0.00653336775649425	2.7597965	29123846	NA	NA
2	1.379908085	0.00079465511737586	2.75032722	29123846	NA	NA
22	1.33745389531818	0.00601415215497941	2.74085334	29123846	NA	NA
25	1.3282966386	0.00516087250245685	2.720618733	29123846	NA	NA
1	1.337176818	NA	2.710232096	29123846	NA	NA
15	1.3840137556	0.00667890299748016	2.700589244	29123846	NA	NA
46	1.40292975497826	0.00559269649330413	2.69150146	29123846	NA	NA
67	1.39549460338806	0.00574775980749504	2.680136004	29123846	NA	NA
1	1.397148209	NA	2.6715926	29123846	NA	NA
33	1.41574603542424	0.00901239279826962	2.66077228	29123846	NA	NA
11	1.469094314	0.00228423487980259	2.6494074	29123846	NA	NA
38	1.38456052242105	0.00220273598939119	2.639769063	29123846	NA	NA
168	1.41963968181548	0.00605440784011261	2.63045642	29123846	NA	NA
33	1.40541025027273	0.00663197310858792	2.622044247	29123846	NA	NA
33	1.30331954278788	0.00349095063920751	2.611069497	29123846	NA	NA
41	1.38168567965854	0.00632846252842086	2.601921577	29123846	NA	NA
82	1.45524776459756	0.00574580382745573	2.59080392	29123846	NA	NA
107	1.43699422302804	0.0059276333047029	2.57958848	29123846	NA	NA
2	1.4576884285	0.012202251249277	2.57009	29123846	NA	NA
140	1.44404856711429	0.00456705756962139	2.5602	29123846	NA	NA
17	1.41363438623529	0.00288028722914897	2.55003	29123846	NA	NA
32	1.41707252790625	0.00708998683955368	2.53025	29123846	NA	NA
3	1.51524565166667	0.0362053929075521	2.51041	29123846	NA	NA
43	1.44611679916279	0.0037928256545183	2.50017	29123846	NA	NA
51	1.45100281831373	0.00544851098046044	2.49037	29123846	NA	NA
11	1.43706919627273	0.00485764385191714	2.4806	29123846	NA	NA
69	1.48018244110145	0.00491677925444124	2.47015	29123846	NA	NA
73	1.47774759283562	0.00692214649931651	2.46042	29123846	NA	NA
3	1.458840761	0.00130446861663492	2.45042	29123846	NA	NA
15	80203.176	1509679814.1371	2.90415454	29123870	NA	NA
26	61958.1461538462	284266157.538041	2.88521804	29123870	NA	NA
30	73945.008	922653856.488761	2.86626254	29123870	NA	NA
7	73412.3828571429	197393362.202057	2.8202808	29123870	NA	NA
4	67768.65	642525073.1748	2.80430542	29123870	NA	NA
19	62695.3642105263	1038718978.10754	2.78820478	29123870	NA	NA
20	62933.112	573874765.14149	2.774007425	29123870	NA	NA
14	66042.3085714286	243166922.74349	2.7597965	29123870	NA	NA
4	64964.43	406656143.3988	2.74085334	29123870	NA	NA
2	34075.08	223402448.9088	2.73139986	29123870	NA	NA
2	46445.4	1186024222.7712	2.720618733	29123870	NA	NA
11	72611.3454545455	211166480.895447	2.700589244	29123870	NA	NA
60	71563.176	372281400.674506	2.69150146	29123870	NA	NA
34	83040.6282352941	384509446.605433	2.680136004	29123870	NA	NA
21	92288.7771428571	431677335.136731	2.6715926	29123870	NA	NA
33	86749.92	495428124.1464	2.66077228	29123870	NA	NA
32	75296.28375	267718050.281947	2.6494074	29123870	NA	NA
25	99785.6496	1172998668.1415	2.639769063	29123870	NA	NA
44	83381.9154545455	451386441.52649	2.63045642	29123870	NA	NA
34	77800.2141176471	352404907.329831	2.622044247	29123870	NA	NA
24	81916.92	578631194.464696	2.611069497	29123870	NA	NA
55	85965.2705454546	439416780.977716	2.601921577	29123870	NA	NA
15	69365.808	704148961.169417	2.59080392	29123870	NA	NA
79	73733.8283544304	582230807.026591	2.57958848	29123870	NA	NA
24	70441.515	528772625.078165	2.56976	29123870	NA	NA
20	81593.082	514447052.480754	2.54764	29123870	NA	NA
5	123881.4	341206090.956	2.53903	29123870	NA	NA
32	72147.915	475944592.881832	2.5265	29123870	NA	NA
7	65830.7828571429	238844514.486857	2.51342	29123870	NA	NA
8	77128.2	91639848.96	2.50114	29123870	NA	NA
22	85058.6890909091	826144423.203647	2.49037	29123870	NA	NA
25	79997.9328	505222409.020896	2.4806	29123870	NA	NA
12	84538.35	1293737488.11524	2.47015	29123870	NA	NA
2	131748.12	10258275.7152	2.46042	29123870	NA	NA
15	77767.128	527688102.301303	2.45042	29123870	NA	NA
23	62305.3408695652	572646346.029363	2.43007	29123870	NA	NA
15	1.54123549453333	0.0248182965149853	2.90415454	29123893	NA	NA
26	1.51225714507692	0.0105264264538146	2.88521804	29123893	NA	NA
30	1.56251028113333	0.013211680340204	2.86626254	29123893	NA	NA
7	1.66446287985714	0.00856179228515648	2.8202808	29123893	NA	NA
4	1.44134549175	0.0250269467542546	2.80430542	29123893	NA	NA
19	1.71125944673684	0.0182539075677774	2.78820478	29123893	NA	NA
20	1.54525636715	0.0186238919348269	2.774007425	29123893	NA	NA
14	1.58188861085714	0.0218581755933089	2.7597965	29123893	NA	NA
4	1.6005569095	0.0213864152700593	2.74085334	29123893	NA	NA
2	1.6215360895	0.00760031943596932	2.73139986	29123893	NA	NA
2	1.4017587015	0.00103903135000376	2.720618733	29123893	NA	NA
11	1.50662976554545	0.0111459643666129	2.700589244	29123893	NA	NA
60	1.50570766083333	0.00784101201301553	2.69150146	29123893	NA	NA
34	1.47095115891176	0.0105117414398792	2.680136004	29123893	NA	NA
21	1.46218167442857	0.00912837607721581	2.6715926	29123893	NA	NA
33	1.519379365	0.00945721515282863	2.66077228	29123893	NA	NA
32	1.52707403571875	0.0180813996915238	2.6494074	29123893	NA	NA
25	1.49357938604	0.00751106139197193	2.639769063	29123893	NA	NA
44	1.48780016993182	0.0128248302661348	2.63045642	29123893	NA	NA
34	1.53872146267647	0.00652677593831785	2.622044247	29123893	NA	NA
24	1.46889235516667	0.0187699716047056	2.611069497	29123893	NA	NA
55	1.51371744169091	0.010308943833881	2.601921577	29123893	NA	NA
15	1.499107299	0.0134548984177567	2.59080392	29123893	NA	NA
79	1.53034696951899	0.00986250457485607	2.57958848	29123893	NA	NA
24	1.47824729395833	0.00838209953962513	2.56976	29123893	NA	NA
20	1.52330853355	0.00890471404904904	2.54764	29123893	NA	NA
5	1.586492814	0.0975412495628204	2.53903	29123893	NA	NA
32	1.46513199146875	0.0105858009307892	2.5265	29123893	NA	NA
7	1.49242911928571	0.00750614883616145	2.51342	29123893	NA	NA
8	1.570555403375	0.0191231825204039	2.50114	29123893	NA	NA
22	1.52046457054545	0.0131408846854958	2.49037	29123893	NA	NA
25	1.54482433228	0.0140465420455652	2.4806	29123893	NA	NA
12	1.57731981208333	0.0112880217705773	2.47015	29123893	NA	NA
2	1.644533865	0.0304467654058466	2.46042	29123893	NA	NA
15	1.590498971	0.0112758956830336	2.45042	29123893	NA	NA
23	1.58463107334783	0.017169350111221	2.43007	29123893	NA	NA
19	2.687	0.00278	0	3346294512	0	0
21	2.686	0.00271	9e-04	3346294512	0.0006	0.0012
24	2.699	0.00280	0.0018	3346294512	0.0016	0.0022
33	2.709	0.00331	0.0023	3346294512	0.0020	0.0026
8	2.488	0.00256	0	3346294513	0	0
17	2.480	0.00287	9e-04	3346294513	0.0006	0.0012
26	2.456	0.00307	0.0018	3346294513	0.0016	0.0022
26	2.478	0.00330	0.0023	3346294513	0.0020	0.0026
3	8.4520777687593	0.0368737412050272	0	3346294514	0	0
1	8.98500822713573	0	0.399	3346294514	0.374	0.424
11	8.89627038597487	0.0121236726216187	0.451	3346294514	0.424	0.478
6	8.8366296324822	0.0187652970324568	0.5055	3346294514	0.478	0.533
12	8.79089837686271	0.0151005739112943	0.548	3346294514	0.533	0.563
